ROM Name;Description;Category;Year;Manufacturer;CHD name;Set;P/C;1g1r;exclusion notes
crusnw13;Cruis'n World (rev L1.3);Driving / Race (chase view);1996;Midway;;crusnwld;C;0;Clone
crusnw20;Cruis'n World (rev L2.0);Driving / Race (chase view);1996;Midway;;crusnwld;C;0;Clone
crusnwld;Cruis'n World (rev L2.3);Driving / Race (chase view);1996;Midway;;crusnwld;P;1;
crush3;Crush Roller (Kural - bootleg[Q]);Maze;1981;Kural Electric;;crush;C;0;Clone
crush2;Crush Roller (Kural Esco - bootleg[Q]);Maze;1981;Kural Esco Electric;;crush;C;0;Clone
crush;Crush Roller (Kural Samno);Maze;1981;Kural Samno Electric;;crush;P;1;
cryptklr;Crypt Killer (ver. UAA);Lightgun;1995;Konami;420uaa04;cryptklr;P;0;Lightgun
ccastlej;Crystal Castles (joystick version);no_catver;1983;Atari;;ccastles;C;1;
ccastle2;Crystal Castles (version 2);Maze;1983;Atari;;ccastles;C;0;Clone
ccastle3;Crystal Castles (version 3);Maze;1983;Atari;;ccastles;C;0;Clone
ccastles;Crystal Castles (version 4);Maze;1983;Atari;;ccastles;P;0;Joystick Clone Available
crystalg;Crystal Gal (Japan 860512);Uncategorized * Mature *;1986;Nichibutsu;;crystalg;P;0;Mature
crystal2;Crystal Gal 2 (Japan 860620);Uncategorized * Mature *;1986;Nichibutsu;;crystal2;P;0;Mature
cubybop;Cuby Bop (Location Test);Ball & Paddle / Breakout;;Taito Corporation;;cubybop;P;1;
cuebrick;Cue Brick (Japan);Puzzle / Sliding;1989;Konami;;cuebrick;P;0;US Clone Available
cuebrckj;Cue Brick (World version D);Puzzle / Sliding;1989;Konami;;cuebrick;C;1;
curvebal;Curve Ball;Sports / Baseball;1984;Mylstar;;curvebal;P;1;
cutefght;Cute Fighter;no_catver;1998;Other;;cutefght;P;1;
cutieq;Cutie Q;Ball & Paddle / Breakout;1979;Namco;;cutieq;P;1;
cybattlr;Cybattler;Shooter / Flying Vertical;1993;Jaleco;;cybattlr;P;1;
cybrcomm;Cyber Commando (Rev. CY1, Japan);Uncategorized;1995;Namco;;cybrcomm;P;1;
cybrcycc;Cyber Cycles (Rev. CB2 Ver.C);Uncategorized;1995;Namco;;cybrcycc;P;1;
cybsled;Cyber Sled;Shooter / Driving (chase view);1993;Namco;;cybsled;P;1;
cyberbap;Cyberball (prototype);Sports / Football Amer.;1988;Atari Games;;cyberbal;C;0;Clone
cyberba2;Cyberball (rev 2);Sports / Football Amer.;1988;Atari Games;;cyberbal;C;0;Clone
cyberbal;Cyberball (rev 4);Sports / Football Amer.;1988;Atari Games;;cyberbal;P;1;
cyberb21;Cyberball 2072 (2 player, rev 1);Sports / Football Amer.;1989;Atari Games;;cyberbal;C;0;Clone
cyberb22;Cyberball 2072 (2 player, rev 2);Sports / Football Amer.;1989;Atari Games;;cyberbal;C;0;Clone
cyberb23;Cyberball 2072 (2 player, rev 3);Sports / Football Amer.;1989;Atari Games;;cyberbal;C;0;Clone
cyberb2p;Cyberball 2072 (2 player, rev 4);Sports / Football Amer.;1989;Atari Games;;cyberbal;C;1;
cybotsj;Cyberbots: Fullmetal Madness (Japan 950420);Fighter / Versus;1995;Capcom;;cybots;C;0;Clone
cybots;Cyberbots: Fullmetal Madness (USA 950424);Fighter / Versus;1995;Capcom;;cybots;P;1;
cyberlip;Cyber-Lip;Platform / Shooter Scrolling;1990;SNK;;cyberlip;P;1;
cyclshtg;Cycle Shooting;Uncategorized;1986;Taito;;cyclshtg;P;1;
cyvern;Cyvern (Japan);Shooter / Flying Vertical;1998;Kaneko;;cyvern;P;1;
daimakai;Dai Makai-Mura (Japan);Platform / Fighter Scrolling;1988;Capcom;;ghouls;C;0;Clone
dairesya;Dai Ressya Goutou (Japan);Platform / Shooter Scrolling;1986;[Konami] (Kawakusu license);;ironhors;C;0;Clone
dkgensan;Daiku no Gensan (Japan);Platform / Fighter Scrolling;1990;Irem;;hharry;C;0;Clone
dkgenm72;Daiku no Gensan (Japan, M72);Platform / Fighter Scrolling;1990;Irem;;hharry;C;0;Clone
daioh;Daioh;Shooter / Flying Vertical;1993;Athena;;daioh;P;1;
daisenpu;Daisenpu (Japan);Shooter / Flying Vertical;1989;Taito Corporation;;twinhawk;C;0;Clone
daiskiss;Daisu-Kiss (ver JAA);Mini-Games;1996;Konami;;daiskiss;P;1;
daitorid;Daitoride;Puzzle / Match;1995;Metro;;daitorid;P;1;
dakkochn;DakkoChan Jansoh;Uncategorized;1987;Sega;;dakkochn;P;1;
danchih;Danchi de Hanafuda;Uncategorized;1999;Altron (Tecmo license);;danchih;P;1;
danceyes;Dancing Eyes (DC1-VER.A);Maze / Outline;1996;Namco;;danceyes;P;1;
dangar;Dangar - Ufo Robo (12-1-1986);Shooter / Flying Vertical;1986;Nichibutsu;;dangar;P;1;
dangar2;Dangar - Ufo Robo (9-26-1986);Shooter / Flying Vertical;1986;Nichibutsu;;dangar;C;0;Clone
dangarb;Dangar - Ufo Robo (bootleg);Shooter / Flying Vertical;1986;bootleg;;dangar;C;0;Clone
dangerz;Danger Zone;Shooter / Command;1986;Cinematronics;;dangerz;P;1;
ddungeon;Dangerous Dungeons;Maze / Digging;1992;East Coast Coin Company (Melbourne);;ddungeon;P;1;
dangseed;Dangerous Seed (Japan);Shooter / Flying Vertical;1989;Namco;;dangseed;P;1;
dfeveron;Dangun Feveron (Japan);Shooter / Flying Vertical;1998;Cave (Nihon System license);;dfeveron;P;1;
dankuga;Dan-Ku-Ga (Prototype);Fighter / Versus;1994;Taito Corporation;;kaiserkn;C;0;Clone
indyheat;Danny Sullivan's Indy Heat;Driving / Race Track;1991;Leland Corp.;;indyheat;P;1;
daraku;Daraku Tenshi - The Fallen Angels;Fighter / Versus;1998;Psikyo;;daraku;P;1;
dariuse;Darius (Extra) (Japan);Shooter / Flying Horizontal;1986;Taito Corporation;;darius;C;0;Clone
dariuso;Darius (Japan old version);Shooter / Flying Horizontal;1986;Taito Corporation;;darius;C;0;Clone
dariusj;Darius (Japan);Shooter / Flying Horizontal;1986;Taito Corporation;;darius;C;0;Clone
darius;Darius (World);Shooter / Flying Horizontal;1986;Taito Corporation Japan;;darius;P;1;
dariusgx;Darius Gaiden - Silver Hawk (Extra Version) [Official Hack];Shooter / Flying Horizontal;1994;Taito Corporation;;dariusg;C;0;Clone
dariusgj;Darius Gaiden - Silver Hawk (Japan);Shooter / Flying Horizontal;1994;Taito Corporation;;dariusg;C;0;Clone
dariusgu;Darius Gaiden - Silver Hawk (US);Shooter / Flying Horizontal;1994;Taito America Corporation;;dariusg;C;0;Clone
dariusg;Darius Gaiden - Silver Hawk (World);Shooter / Flying Horizontal;1994;Taito Corporation Japan;;dariusg;P;1;
drius2do;Darius II (dual screen) (Japan old version);Shooter / Flying Horizontal;1989;Taito Corporation;;darius2;C;0;Clone
darius2d;Darius II (dual screen) (Japan);Shooter / Flying Horizontal;1989;Taito Corporation;;darius2;C;0;Clone
darius2;Darius II (Japan);Shooter / Flying Horizontal;1989;Taito Corporation;;darius2;P;1;
darkadv;Dark Adventure;Shooter / Walking;1987;Konami;;devilw;C;0;Clone
darkedge;Dark Edge;Uncategorized;1993;Sega;;darkedge;P;1;
darkplnt;Dark Planet;Shooter / Field;1982;Stern;;darkplnt;P;1;
darkseaj;Dark Seal (Japan);Maze / Fighter;1990;Data East Corporation;;darkseal;C;0;Clone
darksea1;Dark Seal (World revision 1);Maze / Fighter;1990;Data East Corporation;;darkseal;C;0;Clone
darkseal;Dark Seal (World revision 3);Maze / Fighter;1990;Data East Corporation;;darkseal;P;0;US Clone Available
darksel2;Dark Seal 2 (Japan v2.1);Maze / Fighter;1992;Data East Corporation;;wizdfire;C;0;Clone
darktowr;Dark Tower;Platform / Run Jump;1992;Game Room;;darktowr;P;1;
darkwar;Dark Warrior;Shooter / Gallery;1981;Century Electronics;;darkwar;P;1;
dstlka;Darkstalkers: The Night Warriors (Asia 940705);Fighter / Versus;1994;Capcom;;dstlk;C;0;Clone
dstlk;Darkstalkers: The Night Warriors (Euro 940705);Fighter / Versus;1994;Capcom;;dstlk;P;0;US Clone Available
dstlkur1;Darkstalkers: The Night Warriors (USA 940705);Fighter / Versus;1994;Capcom;;dstlk;C;0;Clone
dstlku;Darkstalkers: The Night Warriors (USA 940818);Fighter / Versus;1994;Capcom;;dstlk;C;1;
darwin;Darwin 4078 (Japan);Shooter / Flying Vertical;1986;Data East Corporation;;darwin;P;1;
powj;Datsugoku - Prisoners of War (Japan);Beat Em Up;1988;SNK;;pow;C;0;Clone
280zzzap;Datsun 280 Zzzap;Driving / 1st Person;1976;Midway;;280zzzap;P;1;
dazzler;Dazzler;Maze;1982;Century Electronics;;dazzler;P;1;
dcon;D-Con;Shooter / Command;1992;Success;;dcon;P;1;
ddcrew;DD Crew;Uncategorized;;Sega;;ddcrew;P;1;
dday;D-Day;Shooter / Gallery;1982;Olympia;;dday;P;1;
ddayc;D-Day (Centuri);Shooter / Gallery;1982;Olympia (Centuri license);;dday;C;0;Clone
deadang;Dead Angle;Shooter / 1st Person;1988;Seibu Kaihatsu;;deadang;P;1;
deadconj;Dead Connection (Japan);Shooter / Field;1992;Taito Corporation;;deadconx;C;0;Clone
deadconx;Dead Connection (World);Shooter / Field;1992;Taito Corporation Japan;;deadconx;P;1;
deadeye;Dead Eye;Shooter / Gallery;1978;Meadows;;deadeye;P;1;
doapp;Dead Or Alive ++ (JAPAN);Uncategorized;1998;Tecmo;;doapp;P;1;
deathbrd;Death Brade (Japan Rev 2, JM-3);Fighter / Versus;1992;Data East Corporation;;mutantf;C;0;Clone
decathlt;Decathlete;Uncategorized;1995;Sega;;decathlt;P;1;
deerhuntb;Deer Hunting USA V4.0;no_catver;2000;Sammy USA Corporation;;deerhunt;C;0;Clone
deerhunta;Deer Hunting USA V4.2;no_catver;2000;Sammy USA Corporation;;deerhunt;C;0;Clone
deerhunt;Deer Hunting USA V4.3;no_catver;2000;Sammy USA Corporation;;deerhunt;P;1;
defence;Defence Command;Shooter / Flying;1981;Outer Limits;;defender;C;0;Clone
redufo;Defend the Terra Attack on the Red UFO;Shooter / Gallery;1981;bootleg;;redufo;P;1;
defendg;Defender (Green label);Shooter / Flying;1980;Williams;;defender;C;0;Clone
defender;Defender (Red label);Shooter / Flying;1980;Williams;;defender;P;1;
defendw;Defender (White label);Shooter / Flying;1980;Williams;;defender;C;0;Clone
defndjeu;Defender [Q] (bootleg);Uncategorized;1980;Jeutel;;defender;C;0;Clone
defcmnd;Defense Command (set 1);Shooter / Flying;1980;bootleg;;defender;C;0;Clone
deltrace;Delta Race;Shooter / Field;1981;Allied Leisure;;omegrace;C;0;Clone
deluxe5;Deluxe 5 (ver. 0107, 07-01-2000);no_catver;2000;ESD;;deluxe5;P;1;
demoderb;Demolition Derby;Driving;1984;Bally Midway;;demoderb;P;1;
demoderm;Demolition Derby (2-Player Mono Board Version);Driving;1984;Bally Midway;;demoderb;C;0;Clone
demon;Demon;Shooter / Field;1982;Rock-ola;;demon;P;1;
demoneye;Demoneye-X;Shooter / Gallery;1981;Irem;;demoneye;P;1;
demonwld;Demon's World - Horror Story;Platform / Shooter Scrolling;1990;Toaplan;;demonwld;P;1;
demonwl1;Demon's World - Horror Story (Taito license);Platform / Shooter Scrolling;1989;Toaplan (Taito license);;demonwld;C;0;Clone
denjinmk;Denjin Makai;no_catver;1994;Banpresto;;denjinmk;P;1;
depthch;Depthcharge;Shooter / Gallery;1977;Gremlin;;depthch;P;1;
depthv1;Depthcharge (older);Shooter / Gallery;1977;Gremlin;;depthch;C;0;Clone
mdhorse;Derby Quiz My Dream Horse (MDH1-VER.A);Uncategorized;1998;Namco;;mdhorse;P;1;
deroon;Deroon DeroDero;Uncategorized;1996;Tecmo;;deroon;P;1;
dassaul4;Desert Assault (US 4 Players);Shooter / Walking;1991;Data East Corporation;;thndzone;C;0;Clone
dassault;Desert Assault (US);Shooter / Walking;1991;Data East Corporation;;thndzone;C;1;
desertgu;Desert Gun;Lightgun;1977;Midway;;desertgu;P;0;Lightgun
desertwr;Desert War - Wangan Sensou;Shooter / Flying Vertical;1995;Jaleco;;desertwr;P;1;
desterth;Destination Earth;Maze / Shooter Small;1979;bootleg;;lrescue;C;0;Clone
destroyr;Destroyer;Shooter / Gallery;1977;Atari;;destroyr;P;1;
detatwin;Detana!! Twin Bee (Japan ver. J);Shooter / Flying Vertical;1991;Konami;;blswhstl;C;0;Clone
devstor3;Devastators (ver. V);Shooter / 3rd Person;1988;Konami;;devstors;C;0;Clone
devstor2;Devastators (ver. X);Shooter / 3rd Person;1988;Konami;;devstors;C;0;Clone
devstors;Devastators (ver. Z);Shooter / 3rd Person;1988;Konami;;devstors;P;1;
devilfsh;Devil Fish;Maze;1982;Artic;;devilfsh;P;1;
devilfsg;Devil Fish (Galaxian hardware, bootleg[Q]);Maze;1984;Vision / Artic;;devilfsh;C;0;Clone
devilw;Devil World;Shooter / Walking;1987;Konami;;devilw;P;1;
devzone;Devil Zone;Shooter / Gallery;1980;Universal;;devzone;P;1;
devzone2;Devil Zone (easier);Shooter / Gallery;1980;Universal;;devzone;C;0;Clone
dharma;Dharma Doujou;Puzzle / Match;1994;Metro;;dharma;P;1;
diamond;Diamond Run;Maze / Digging;1989;KH Video;;diamond;P;1;
diehard;Die Hard Arcade (US);Uncategorized;1996;Sega;;diehard;P;1;
dietgo;Diet Go Go (Euro v1.1);no_catver;1992;Data East Corporation;;dietgo;P;0;US Clone Available
dietgoe;Diet Go Go (Euro v1.1,1992.08.04);no_catver;1992;Data East Corporation;;dietgo;C;0;Clone
dietgoj;Diet Go Go (Japan v1.1);no_catver;1992;Data East Corporation;;dietgo;C;0;Clone
dietgou;Diet Go Go (USA v1.1);no_catver;1992;Data East Corporation;;dietgo;C;1;
digduga1;Dig Dug (Atari, rev 1);Maze / Digging;1982;Namco (Atari license);;digdug;C;0;Clone
digdugat;Dig Dug (Atari, rev 2);Maze / Digging;1982;Namco (Atari license);;digdug;C;0;Clone
digdugb;Dig Dug (rev 1);Maze / Digging;1982;Namco;;digdug;C;0;Clone
digdug;Dig Dug (rev 2);Maze / Digging;1982;Namco;;digdug;P;1;
digdug2;Dig Dug II (New Ver.);Fighter / Field;1985;Namco;;digdug2;P;1;
digdug2o;Dig Dug II (Old Ver.);Fighter / Field;1985;Namco;;digdug2;C;0;Clone
digger;Digger;Maze;1980;Sega;;digger;P;1;
dimahoo;Dimahoo (USA 000121);Shooter / Flying Vertical;2000;Eighting/Raizing, distributed by Capcom;;dimahoo;P;1;
dingo;Dingo;Maze;1983;Ashby Computers and Graphics LTD. (Jaleco license);;dingo;P;1;
dinorexj;Dino Rex (Japan);Fighter / Versus;1992;Taito Corporation;;dinorex;C;0;Clone
dinorexu;Dino Rex (US);Fighter / Versus;1992;Taito America Corporation;;dinorex;C;0;Clone
dinorex;Dino Rex (World);Fighter / Versus;1992;Taito Corporation Japan;;dinorex;P;1;
dirtfoxj;Dirt Fox (Japan);Driving / Race;1989;Namco;;dirtfoxj;P;1;
otatidai;Disco Mahjong Otachidai no Okite (Japan);Tabletop / Mahjong * Mature *;1995;SPHINX;;otatidai;P;0;Mature
disco;Disco No.1;Maze;1982;Data East;;disco;P;1;
discof;Disco No.1 (Rev.F);Maze;1982;Data East;;disco;C;0;Clone
dotrone;Discs of Tron (Environmental);Misc.;1983;Bally Midway;;dotron;C;0;Clone
dotrona;Discs of Tron (Upright alternate);Misc.;1983;Bally Midway;;dotron;C;0;Clone
dotron;Discs of Tron (Upright);Misc.;1983;Bally Midway;;dotron;P;1;
diverboy;Diver Boy;Misc.;1992;Electronic Devices Italy;;diverboy;P;1;
djboy;DJ Boy;Uncategorized;1989;Kaneko;;djboy;P;1;
dorunruc;Do! Run Run (Do's Castle hardware);Maze;1984;Universal;;dorunrun;C;0;Clone
dorunrun;Do! Run Run (set 1);Maze;1984;Universal;;dorunrun;P;1;
dorunru2;Do! Run Run (set 2);Maze;1984;Universal;;dorunrun;C;0;Clone
dockman;Dock Man;Platform / Run Jump;1982;Taito Corporation;;dockman;P;1;
dodgem;Dodgem;Maze;1979;Zaccaria;;dodgem;P;1;
ddonpach;DoDonPachi (International);Shooter / Flying Vertical;1997;Atlus/Cave;;ddonpach;P;1;
ddonpchj;DoDonPachi (Japan);Shooter / Flying Vertical;1997;Atlus/Cave;;ddonpach;C;0;Clone
ddp3;DoDonPachi Dai-Ou-Jou;no_catver;2002;Cave;;ddp3;P;1;
ddp3blk;DoDonPachi Dai-Ou-Jou (Black Label);no_catver;2002;Cave;;ddp3;C;0;Clone
ddp3b;DoDonPachi Dai-Ou-Jou (V100, first revision);no_catver;2002;Cave;;ddp3;C;0;Clone
ddp3a;DoDonPachi Dai-Ou-Jou (V100, second revision);no_catver;2002;Cave;;ddp3;C;0;Clone
dogfight;Dog Fight (Thunderbolt);Shooter / Gallery;1983;[Orca] Thunderbolt;;dogfight;P;1;
dogpatch;Dog Patch;Shooter / Versus;1977;Midway;;dogpatch;P;1;
dogfgtj;Dog-Fight (Japan);Shooter / Flying;1984;Technos;;dogfgt;C;0;Clone
dogosoke;Dogou Souken;Shooter / Walking;1986;SNK;;victroad;C;0;Clone
dogosokj;Dogou Souken (joystick hack bootleg);no_catver;1986;bootleg;;victroad;C;0;Clone
dogyuun;Dogyuun;Shooter / Flying Vertical;1992;Toaplan;;dogyuun;P;1;
dokaben;Dokaben (Japan);Sports / Baseball;1989;Capcom;;dokaben;P;1;
dokidoki;Doki Doki Penguin Land;no_catver;1985;Sega;;dokidoki;P;1;
domino;Domino Man;Misc.;1982;Bally Midway;;domino;P;1;
dominos;Dominos;Maze / Surround;1977;Atari;;dominos;P;1;
dommy;Dommy;Maze;;Technos;;dommy;P;1;
ddenlovr;Don Den Lover Vol. 1 (Hong Kong);Tabletop * Mature *;1996;Dynax;;ddenlovr;P;0;Mature
dondenmj;Don Den Mahjong [BET] (Japan);Tabletop / Mahjong * Mature *;1986;Dyna Electronics;;dondenmj;P;0;Mature
dondokdj;Don Doko Don (Japan);Platform / Run Jump;1989;Taito Corporation;;dondokod;C;0;Clone
dondokdu;Don Doko Don (US);Platform / Run Jump;1989;Taito America Corporation;;dondokod;C;0;Clone
dondokod;Don Doko Don (World);Platform / Run Jump;1989;Taito Corporation Japan;;dondokod;P;1;
dkongpe;Donkey Kong - Pauline Edition;no_catver;2013;hack;;dkong;C;0;Clone
dkongjp;Donkey Kong (Japan set 1);Platform / Run Jump;1981;Nintendo;;dkong;C;0;Clone
dkongjo;Donkey Kong (Japan set 2);Platform / Run Jump;1981;Nintendo;;dkong;C;0;Clone
dkongjo1;Donkey Kong (Japan set 3) (bad dump[Q]);Platform / Run Jump;1981;Nintendo;;dkong;C;0;Clone
dkong;Donkey Kong (US set 1);Platform / Run Jump;1981;Nintendo of America;;dkong;P;1;
dkongo;Donkey Kong (US set 2);Platform / Run Jump;1981;Nintendo;;dkong;C;0;Clone
dkong3b;Donkey Kong 3 (bootleg on Donkey Kong Jr. hardware);Platform / Run Jump;1984;bootleg;;dkong3;C;0;Clone
dkong3j;Donkey Kong 3 (Japan);Platform / Run Jump;1983;Nintendo;;dkong3;C;0;Clone
dkong3;Donkey Kong 3 (US);Platform / Run Jump;1983;Nintendo of America;;dkong3;P;1;
dkongx;Donkey Kong II - Jumpman Returns (Hack);no_catver;2008;bootleg;;dkong;C;0;Clone
dkongjrb;Donkey Kong Jr. (bootleg);Platform / Run Jump;1982;bootleg;;dkongjr;C;0;Clone
dkongjrj;Donkey Kong Jr. (Japan);Platform / Run Jump;1982;Nintendo;;dkongjr;C;0;Clone
dkongjrm;Donkey Kong Jr. (Moon Cresta hardware);Platform / Run Jump;1982;bootleg;;dkongjr;C;0;Clone
dkngjnrb;Donkey Kong Junior (bootleg[Q]);Platform / Run Jump;1982;Nintendo of America;;dkongjr;C;0;Clone
dkngjnrj;Donkey Kong Junior (Japan[Q]);Platform / Run Jump;1982;Nintendo;;dkongjr;C;0;Clone
dkongjr;Donkey Kong Junior (US);Platform / Run Jump;1982;Nintendo of America;;dkongjr;P;1;
dkrdemo;Donkey Kong Remix;no_catver;2015;bootleg;;dkong;C;0;Clone
donpachj;DonPachi (Japan);Shooter / Flying Vertical;1995;Atlus/Cave;;donpachi;C;0;Clone
donpachk;DonPachi (Korea);Shooter / Flying Vertical;1995;Atlus/Cave;;donpachi;C;0;Clone
donpachi;DonPachi (US);Shooter / Flying Vertical;1995;Atlus/Cave;;donpachi;P;1;
dorachan;Dorachan;Maze;1980;Craul Denshi;;dorachan;P;1;
dorodon;Dorodon (set 1);Maze;1982;Falcon;;dorodon;P;1;
dorodon2;Dorodon (set 2);Maze;1982;Falcon;;dorodon;C;0;Clone
dotrikun;Dottori Kun (new version);Maze;1990;Sega;;dotrikun;P;1;
dotriku2;Dottori Kun (old version);Maze;1990;Sega;;dotrikun;C;0;Clone
dblaxle;Double Axle (US);Driving / Race (chase view);1991;Taito America Corporation;;dblaxle;P;1;
ddragonb;Double Dragon (bootleg);Beat Em Up;1987;bootleg;;ddragon;C;0;Clone
ddragon;Double Dragon (Japan);Beat Em Up;1987;Technos;;ddragon;P;0;US Clone Available
doubledr;Double Dragon (Neo-Geo);Fighter / Versus;1995;Technos;;doubledr;P;1;
ddragonu;Double Dragon (US);Beat Em Up;1987;[Technos] (Taito America license);;ddragon;C;1;
ddragonw;Double Dragon (World);Beat Em Up;1987;[Technos] (Taito license);;ddragon;C;0;Clone
ddrago3b;Double Dragon 3 - The Rosetta Stone (bootleg);Beat Em Up;1990;bootleg;;ddragon3;C;0;Clone
ddragon3j;Double Dragon 3 - The Rosetta Stone (Japan);no_catver;1990;Technos;;ddragon3;C;0;Clone
ddragon3;Double Dragon 3 - The Rosetta Stone (US);Beat Em Up;1990;Technos;;ddragon3;P;1;
ddragn2u;Double Dragon II - The Revenge (US);Beat Em Up;1988;Technos;;ddragon2;C;0;Clone
ddragon2;Double Dragon II - The Revenge (World);Beat Em Up;1988;Technos;;ddragon2;P;1;
ddribble;Double Dribble;Sports / Basketball;1986;Konami;;ddribble;P;1;
dplay;Double Play;Sports / Baseball;1977;Midway;;einnings;C;0;Clone
dblewing;Double Wings;no_catver;1993;Mitchell;;dblewing;P;1;
downtown;DownTown;Fighter / Vertical;1989;Seta;;downtown;P;1;
downtowj;DownTown (joystick hack);no_catver;1989;Seta;;downtown;C;0;Clone
drmicro;Dr. Micro;Platform / Run Jump;1983;Sanritsu;;drmicro;P;1;
drtopplu;Dr. Toppel's Adventure (US);Shooter / Flying Vertical;1987;Taito America Corporation;;drtoppel;C;0;Clone
drtoppel;Dr. Toppel's Adventure (World);Shooter / Flying Vertical;1987;Taito Corporation Japan;;drtoppel;P;1;
drtopplj;Dr. Toppel's Tankentai (Japan);Shooter / Flying Vertical;1987;Taito Corporation;;drtoppel;C;0;Clone
dragrace;Drag Race;Driving / Race;1977;Atari;;dragrace;P;1;
dbzvrvs;Dragon Ball Z V.R.V.S.;Uncategorized;1994;Sega / Banpresto;;dbzvrvs;P;1;
dragnblz;Dragon Blaze;Shooter / Flying Vertical;2000;Psikyo;;dragnblz;P;1;
dbreed;Dragon Breed;Shooter / Flying Horizontal;1989;Irem;;dbreed;P;1;
drgnbstr;Dragon Buster;Platform / Fighter Scrolling;1984;Namco;;drgnbstr;P;1;
dragngun;Dragon Gun (US);Shooter / 1st Person;1993;Data East Corporation;;dragngun;P;1;
drgnmst;Dragon Master;Fighter / Versus;1994;Unico;;drgnmst;P;1;
drgpunch;Dragon Punch (Japan);Puzzle / Match;1989;Dynax;;drgpunch;P;1;
dsaber;Dragon Saber;Shooter / Flying Vertical;1990;Namco;;dsaber;P;1;
dsaberj;Dragon Saber (Japan);Shooter / Flying Vertical;1990;Namco;;dsaber;C;0;Clone
dspirit;Dragon Spirit (new version);Shooter / Flying Vertical;1987;Namco;;dspirit;P;1;
dspirito;Dragon Spirit (old version);Shooter / Flying Vertical;1987;Namco;;dspirit;C;0;Clone
drgnunit;Dragon Unit - Castle of Dragon;Platform / Fighter Scrolling;1989;Seta;;drgnunit;P;1;
drgnwrld;Dragon World (World, V040O);no_catver;1997;IGS;;drgnwrld;P;1;
dbz;Dragonball Z;Fighter / Versus;1993;Banpresto;;dbz;P;1;
dbz2;Dragonball Z 2 Super Battle;Fighter / Versus;1994;Banpresto;;dbz2;P;1;
drgninja;Dragonninja (Japan);Platform / Fighter Scrolling;1988;Data East Corporation;;baddudes;C;0;Clone
dlair;Dragon's Lair;Uncategorized;1983;Cinematronics;;dlair;P;1;
